"lang" 
{ 
	"Language" "czech" 
	"Tokens" 
	{
		"Citadel_Dashboard_BuildVersion"	"Build {d:buildNumber} – {s:buildTime}"
		"Citadel_CreateParty_InternalError"						"Při pokusu o vytvoření skupiny došlo k vnitřní chybě."
		"Citadel_CreateParty_AlreadyInParty"					"Už jsi členem skupiny, takže dokud ji neopustíš, nemůžeš vytvořit jinou."
		"Citadel_CreateParty_Disabled"							"Systém skupin byl z důvodu údržby dočasně zakázán. Zkus to znovu za pár minut."
		"Citadel_CreateParty_InvalidVersion"					"Tvůj herní klient není aktuální. Aktualizuj ho a zkus to znovu."
		"Citadel_CreateParty_NoRegionPings"						"Nepodařilo se navázat spojení s žádným převaděčem sítě Steam Datagram Relay. Pokud jsi připojený k internetu, tato chyba je nejspíš způsobena problémem s firewallem nebo MTU tvého připojení."
		"Citadel_CreateParty_TooBusy"							"Síť hry Deadlock je pro zpracování této akce příliš zaneprázdněna. Zkus to znovu za pár minut."
		"Citadel_CreateParty_RateLimited"						"Během krátké doby jsi provedl příliš mnoho operací. Chvíli počkej a zkus to znovu."
		"Citadel_CreateParty_NotFriends"						"Abys mohl hráče pozvat do skupiny, musíš ho mít v přátelích."
		"Citadel_CreateParty_UnableToGetRegionPings"			"Momentálně nejsi přihlášen k síti služby Steam nebo síti hry Deadlock, takže nemůžeme určit tvé spojení s našimi servery."

		"Citadel_FriendCode_Title"								"Kód uživatele"
		"Citadel_FriendCode_AddFriendLabel"						"Zadej kód uživatele"
		"Citadel_FriendCode_AddFriendButton"					"Přidat do přátel"
		"Citadel_FriendCode_GeneratedCodeLabel"					"Kopírovat můj kód uživatele"
		"Citadel_FriendCode_GenerateCodeButton"					"Můj kód uživatele"
		"Citadel_FriendCode_CodeCopied"							"Kód uživatele byl zkopírován"
		"Citadel_FriendCode_WaitingOnCode"						"Pokus o připojení"
		"Citadel_FriendCode_Reconnect"							"Znovu připojit"
		"Citadel_FriendCode_UsesLeft"							"Zbývající použití: {i:usesLeft}"
		"Citadel_FriendCode_Expiration"							"Vyprší: {t:s:expireDate} v {t:t:expireDate}"
		"Citadel_FriendCode_RevokeCodeButton"					"Zrušit kód"
		"Citadel_FriendCode_AddFriendBadCode"					"Neplatný kód"
		"Citadel_FriendCode_Close"								"Zavřít"
		"Citadel_FriendCode_FriendPopupTitle"					"Pozvat přítele?"
		"Citadel_FriendCode_GCContact"							"Kontaktování sítě"
		"Citadel_FriendCode_PleaseWait"							"Čekej prosím"
		"Citadel_FriendCode_ErrorTitle"							"Chyba"
		"Citadel_FriendCode_FailedToGetResponse"				"Nepodařilo se navázat spojení se sítí hry Deadlock. Zkus to znovu za pár minut."
		"Citadel_FriendCode_FailedTooManyCodes"					"Už jsi vytvořil maximální počet kódů. Než vytvoříš nový, zruš jeden ze starších."
		"Citadel_FriendCode_FailedKeyInvalid"					"Tento kód je neplatný."
		"Citadel_FriendCode_FailedKeyExpired"					"Platnost tohoto kódu vypršela."
		"Citadel_FriendCode_FailedKeyUsedUp"					"Byla vypotřebována všechna použití tohoto kódu."
		"Citadel_FriendCode_FailedAlreadyFriends"				"S tímto uživatelem se už přátelíš."
		"Citadel_FriendCode_FailedDisabled"						"Tento systém je dočasně zakázaný."
		"Citadel_FriendCode_FailedInternalError"				"Došlo k neočekávané vnitřní chybě serveru. Zkus to později znovu."
		"Citadel_FriendCode_FailedRateLimited"					"Odeslal jsi příliš mnoho požadavků. Zkus to později znovu."
		"Citadel_FriendCode_FailedTooBusy"						"Tento systém je momentálně příliš zaneprázdněn. Zkus to později znovu."
		"Citadel_FriendCode_TargetHasTooManyFriends"			"Tento uživatel už má maximální povolený počet přátel."
		"Citadel_FriendCode_HaveTooManyFriends"					"Už máš maximální povolený počet přátel."
		"Citadel_FriendCode_Blocked"							"Tento uživatel tě blokuje, což může být důsledek nedávno odeslané žádosti o přátelství."
		"Citadel_FriendCode_Ignored"							"Tento uživatel tě ignoruje."
		"Citadel_FriendCode_InviteSent"							"Žádost o přátelství byla odeslána."

		"Citadel_PartyAction_ErrorTitle"						"Chyba"
		"Citadel_PartyAction_FailedToGetResponse"				"Nepodařilo se navázat spojení se sítí hry Deadlock. Zkus to znovu za pár minut."
		"Citadel_PartyAction_InternalError"						"Došlo k neočekávané vnitřní chybě. Zkus to znovu za pár minut."
		"Citadel_PartyAction_InvalidParty"						"Skupina nebyla nalezena. Je možné, že už byla rozpuštěna."
		"Citadel_PartyAction_InvalidPermissions"				"Nemáš oprávnění provádět tyto změny skupiny."
		"Citadel_PartyAction_InvalidTarget"						"Požadovaný hráč už není členem skupiny."
		"Citadel_PartyAction_InvalidValue"						"Poskytnutá hodnota nebyla pro tuto skupinu platná."
		"Citadel_PartyAction_InMatchMaking"						"Skupina momentálně vyhledává zápas, takže nebylo možné provést tuto změnu."
		"Citadel_PartyAction_InMatch"							"Skupina se momentálně nachází v zápase, takže nebylo možné provést tuto změnu."
		"Citadel_PartyAction_Disabled"							"Tato akce je dočasně zakázána. Zkus to znovu za pár minut."
		"Citadel_PartyAction_TooBusy"							"Síť hry Deadlock je pro zpracování této akce příliš zaneprázdněna. Zkus to znovu za pár minut."
		"Citadel_PartyAction_RateLimited"						"Během krátké doby jsi provedl příliš mnoho operací. Chvíli počkej a zkus to znovu."
		"Citadel_PartyAction_AlreadyDrafting"					"Skupina už zahájila zápas. Než bude možné zahájit další, musíš zastavit probíhající zápas."
		
		"Citadel_PartySetMode_ErrorTitle"						"Chyba"
		"Citadel_PartySetMode_FailedToGetResponse"				"Nepodařilo se navázat spojení se sítí hry Deadlock. Zkus to znovu za pár minut."
		"Citadel_PartySetMode_InternalError"					"Došlo k neočekávané vnitřní chybě. Zkus to znovu za pár minut."
		"Citadel_PartySetMode_InvalidParty"						"Skupina nebyla nalezena. Je možné, že už byla rozpuštěna."
		"Citadel_PartySetMode_InvalidPermissions"				"Nemáš oprávnění provádět tyto změny skupiny."
		"Citadel_PartySetMode_InvalidValue"						"Poskytnutá hodnota nebyla pro tuto skupinu platná."
		"Citadel_PartySetMode_InMatchMaking"					"Skupina momentálně vyhledává zápas, takže nebylo možné provést tuto změnu."
		"Citadel_PartySetMode_InMatch"							"Skupina se momentálně nachází v zápase, takže nebylo možné provést tuto změnu."
		"Citadel_PartySetMode_Disabled"							"Tato akce je dočasně zakázána. Zkus to znovu za pár minut."
		"Citadel_PartySetMode_TooBusy"							"Síť hry Deadlock je pro zpracování této akce příliš zaneprázdněna. Zkus to znovu za pár minut."
		"Citadel_PartySetMode_RateLimited"						"Během krátké doby jsi provedl příliš mnoho operací. Chvíli počkej a zkus to znovu."
		"Citadel_PartySetMode_AlreadyDrafting"					"Skupina už zahájila zápas. Než bude možné zahájit další, musíš zastavit probíhající zápas."
		"Citadel_PartySetMode_PlayerBanned"						"Člen tvojí skupiny ({g:citadel_persona:nl:account_id}) je v tomto herním módu dočasně zabanován. Ban vyprší {t:s:time_stamp} v {t:t:time_stamp}."
		"Citadel_PartySetMode_TooManyHighMMR"					"Tvoje skupina zahrnuje příliš mnoho hráčů s velmi vysokým hodnocením. Takovým skupinám dočasně nepovolujeme vyhledávání zápasů, aby nebyly příliš nevyvážené."
		"Citadel_PartySetMode_PlayerPermaBanned"				"Člen tvojí skupiny ({g:citadel_persona:nl:account_id}) je v tomto herním módu permanentně zabanován."

		"Citadel_PartyInvite_ErrorTitle"						"Nepodařilo se odeslat pozvánku"
		"Citadel_PartyInvite_FailedToGetResponse"				"Nepodařilo se navázat spojení se sítí hry Deadlock a pozvat požadovaného hráče. Zkus to znovu za pár minut."
		"Citadel_PartyInvite_InternalError"						"Při pokusu o pozvání hráče do skupiny došlo k vnitřní chybě."
		"Citadel_PartyInvite_AlreadyInvited"					"Tento hráč buď už je členem skupiny, nebo do ní byl pozván."
		"Citadel_PartyInvite_InvalidPermissions"				"Nemáš oprávnění pozvat tohoto hráče do této skupiny."
		"Citadel_PartyInvite_InvalidParty"						"Skupina, do které jsi chtěl pozvat hráče, už neexistuje."
		"Citadel_PartyInvite_Disabled"							"Zvaní hráčů do skupiny bylo dočasně zakázáno. Zkus to znovu za pár minut."
		"Citadel_PartyInvite_TooManyInvites"					"Tato skupina má příliš mnoho nevyřízených pozvánek. Před odesláním dalších budeš muset zrušit některé předchozí."
		"Citadel_PartyInvite_NotFriends"						"Abys mohl hráče pozvat do skupiny, musíš ho mít v přátelích."
		"Citadel_PartyInvite_TooBusy"							"Síť hry Deadlock je pro zpracování této žádosti příliš zaneprázdněna. Zkus to později znovu."
		"Citadel_PartyInvite_RateLimited"						"Během posledních pár sekund jsi odeslal příliš mnoho pozvánek. Před odesláním dalších chvíli počkej."
		"Citadel_PartyInvite_UserDoesntHaveGame"				"Hráč, kterého jsi pozval, ještě nehrál hru Deadlock. V uzavřené beta verzi je možné zvát pouze hráče, kteří hru už dříve hráli."

		"Citadel_JoinParty_ErrorTitle"							"Chyba"
		"Citadel_JoinParty_FailedToGetResponse"					"Nepodařilo se navázat spojení se sítí hry Deadlock a připojit se do skupiny. Zkus to znovu za pár minut."
		"Citadel_JoinParty_InternalError"						"Při pokusu o připojení do skupiny došlo k vnitřní chybě."
		"Citadel_JoinParty_AlreadyInParty"						"Už jsi členem skupiny, takže dokud ji neopustíš, nemůžeš se připojit do jiné."
		"Citadel_JoinParty_Disabled"							"Systém skupin byl z důvodu údržby dočasně zakázán. Zkus to znovu za pár minut."
		"Citadel_JoinParty_InvalidParty"						"Skupina, do které ses chtěl připojit, nebyla nalezena. Je možné, že už byla rozpuštěna."
		"Citadel_JoinParty_InvalidPermissions"					"Do požadované skupiny jsi nebyl pozván."
		"Citadel_JoinParty_InvalidVersion"						"Tvůj herní klient není aktuální. Aktualizuj ho a zkus to znovu."
		"Citadel_JoinParty_NoRegionPings"						"Nepodařilo se navázat spojení s žádným převaděčem sítě Steam Datagram Relay. Pokud jsi připojený k internetu, tato chyba je nejspíš způsobena problémem s firewallem nebo MTU tvého připojení."
		"Citadel_JoinParty_TooBusy"								"Síť hry Deadlock je pro zpracování tvé žádosti příliš zaneprázdněna. Zkus to později znovu."
		"Citadel_JoinParty_InvalidCode"							"Zadaný kód neodpovídá žádné skupině. Kód může být neplatný, nebo související skupina už byla rozpuštěna."
		"Citadel_JoinParty_RateLimited"							"V nedávné době jsi odeslal příliš mnoho požadavků o připojení. Před odesláním dalšího chvíli počkej."
		"Citadel_JoinParty_PartyInMatchMaking"					"Tato skupina momentálně vyhledává zápas. Zkus to později znovu."


		"Citadel_LeaveParty_ErrorTitle"							"Chyba"
		"Citadel_LeaveParty_FailedToGetResponse"				"Nepodařilo se navázat spojení se sítí hry Deadlock a opustit skupinu. Zkus to znovu za pár minut."
		"Citadel_LeaveParty_InternalError"						"Při pokusu o opuštění skupiny došlo k vnitřní chybě."
		"Citadel_LeaveParty_NotInParty"							"Nepodařilo se opustit požadovanou skupinu. Aktuálně nejsi jejím členem."
		"Citadel_LeaveParty_InMatchMaking"						"Tvoje skupina momentálně vyhledává zápas, a než ji budeš moci opustit, toto vyhledávání je nutné zastavit."

		"Citadel_SpectateUser_BusyTitle"						"Sledování hráče"
		"Citadel_SpectateUser_BusyText"							"Čekej prosím"
		"Citadel_SpectateUser_ErrorTitle"						"Hráče nelze sledovat"
		"Citadel_SpectateUser_FailedToGetResponse"				"Nepodařilo se navázat spojení se sítí hry Deadlock a zahájit sledování tohoto hráče. Zkus to znovu za pár minut."
		"Citadel_SpectateUser_InternalError"					"Při pokusu o zahájení sledování tohoto hráče došlo k vnitřní chybě."
		"Citadel_SpectateUser_Disabled"							"Sledování hráčů je dočasně zakázané. Zkus to později znovu."
		"Citadel_SpectateUser_TooBusy"							"Síť hry Deadlock je pro zpracování této žádosti o sledování hráče příliš zaneprázdněna. Zkus to později znovu."
		"Citadel_SpectateUser_RateLimited"						"Během krátké doby jsi chtěl sledovat příliš mnoho hráčů. Chvíli počkej a zkus to znovu."
		"Citadel_SpectateUser_NotInGame"						"Hráč, kterého se snažíš sledovat, se už nenachází v zápase."
		"Citadel_SpectateUser_DisabledForGame"					"Zápas, ve kterém se hráč momentálně nachází, nepovoluje sledování."
		"Citadel_SpectateUser_ServerFull"						"Na serveru se nachází maximální povolený počet diváků. Zkus to později znovu."
		"Citadel_SpectateUser_NotFriends"						"Hráč, kterého jsi chtěl začít sledovat, není tvým přítelem. Abys mohl sledovat hráče, musíš se s ním přátelit."
		"Citadel_SpectateUser_InParty"							"Nacházíš se ve skupině, a skupinové sledování není v tuto chvíli povoleno. Pokud chceš sledovat zápas, opusť skupinu."
		"Citadel_SpectateUser_InvalidRegion"					"Tento zápas je hrán v jiném regionu a v tuto chvíli ho není možné sledovat."

		"Citadel_Profile_Title"									"Profil"
		"Citadel_Profile_MatchHistory"							"Historie zápasů"
		"Citadel_Profile_MatchHistory_ViewAll"					"Zobrazit kompletní historii zápasů"
		"Citadel_Profile_MatchHistory_ViewDetails"				"Zobrazit detaily"
		"Citadel_Profile_Loading"								"Načítání..."
		"Citadel_Profile_MostPlayed"							"Nejhranější hrdina"
		"Citadel_Profile_Win"									"Vítězství"
		"Citadel_Profile_Loss"									"Porážka"
		"Citadel_Profile_Win_Short"								"V"
		"Citadel_Profile_Loss_Short"							"P"
		"Citadel_Profile_Statistics"							"Statistiky"
		"Citadel_Profile_Stats_All"								"Všichni hrdinové"
		"Citadel_Profile_Stats_TitleSection"					"Statistiky za celou dobu"
		"Citadel_Profile_Stats_GamesPlayed"						"Odehrané zápasy"
		"Citadel_Profile_Stats_GamesWon"						"Vyhrané zápasy"		
		"Citadel_Profile_Stats_Kills"							"Zabití"
		"Citadel_Profile_Stats_Assists"							"Asistence"
		"Citadel_Profile_Stats_HeroDamage"						"Poškození hrdinů"		
		"Citadel_Profile_Stats_ObjDamage"						"Poškození struktur"		
		"Citadel_Profile_Stats_LastHits"						"Smrtící rány"		
		"Citadel_Profile_Stats_Denies"							"Krádeže orbů"		
		"Citadel_Profile_Stats_Healing"							"Léčení"		
		"Citadel_Profile_Stats_Networth"						"Sesbírané duše"


		"Citadel_TEMP1"											"McGinnis"
		"Citadel_TEMP2"											"31:33"
		"Citadel_TEMP3"											"23. 8. 2024"
		"Citadel_TEMP4"											"39 tis."
		"Citadel_TEMP5"											"000"
		"Citadel_TEMP6"											"Název statistiky"

		"Citadel_MatchPage_Prev"								"Předchozí"
		"Citadel_MatchPage_Next"								"Následující"

		"Citadel_Social_Party"									"Skupina"
		"Citadel_Social_Invite"									"Pozvánky"

		"Citadel_HeroPage_Sandbox"								"Vyzkoušet hrdinu"
		"Citadel_HeroPage_BaseStats"							"ZÁKLADNÍ STATISTIKY"
		"Citadel_HeroPage_PlayerStats"							"Hráčské statistiky"
		"Citadel_HeroPage_MissingVideos"						"Hrdina momentálně nemá připravená videa pro své schopnosti"
		"Citadel_HeroPage_FatesTale"							"CO NAPSAL OSUD:"
		"Citadel_HeroPage_EditBuild"							"Vytvořit/upravit build"
		"Citadel_HeroPage_Complexity"							"Složitost"

		"Citadel_MatchDetails_ViewGraphs"						"Zobrazit grafy"
		"Citadel_MatchDetails_Report"							"N"
		"Citadel_MatchDetails_ReportTooltip"					"Kliknutím nahlasíš tohoto hráče"
		"Citadel_MatchDetails_Reported"							"Hráč byl nahlášen!"
		"Citadel_MatchDetails_Team1NetWorth"					"{i:team1_networth} tis."
		"Citadel_MatchDetails_Team2NetWorth"					"{i:team2_networth} tis."
		"Citadel_MatchDetails_Team1Name"						"{i:team2_networth} tis."
		"Citadel_MatchDetails_Stats"							"Statistiky hráčů"
		"Citadel_MatchDetails_NetWorth"							"Sesbírané duše"
		"Citadel_MatchDetails_Kills"							"Zabití"
		"Citadel_MatchDetails_Deaths"							"Úmrtí"
		"Citadel_MatchDetails_Assists"							"Asistence"
		"Citadel_MatchDetails_PlayerDmg"						"Pošk. hráčů"
		"Citadel_MatchDetails_ObjDmg"							"Pošk. struktur"
		"Citadel_MatchDetails_Healing"							"Léčení"
		"Citadel_MatchDetails_Victory"							"Vítězství"
		"Citadel_MatchDetails_Defeat"							"Porážka"
		"Citadel_MatchDetails_Loading"							"Načítání detailů zápasu"
		"Citadel_MatchDetails_MatchID"							"ZÁPAS {s:match_id}"
		"Citadel_MatchDetails_ViewScoreboard"					"Zobrazit tabulku statistik"
		"Citadel_MatchDetails_ShowDataBy"						"Zobrazují se data pro:"
		"Citadel_MatchDetails_ShowDataByPlayer"					"Hráče"
		"Citadel_MatchDetails_ShowDataByTeam"					"Týmy"
		"Citadel_MatchDetails_ViewAs"							"Zobrazit jako:"
		"Citadel_MatchDetails_ViewAsValue"						"Hodnota"
		"Citadel_MatchDetails_ViewAsPct"						"%"
		"Citadel_MatchDetails_GraphType"						"Typ grafu:"
		"Citadel_MatchDetails_StatsAt"							"Statistiky v čase {s:sample_time}"
		"Citadel_MatchDetails_Objectives"						"Struktury"

		"Citadel_GraphGroup_General"							"Obecné"
		"Citadel_GraphGroup_Player"								"Specifické pro hráče"

		"Citadel_GraphType_NetWorth"							"Sesbírané duše"
		"Citadel_GraphType_NetWorthPerMin"						"Duše za minutu"
		"Citadel_GraphType_Kills"								"Zabití"
		"Citadel_GraphType_Deaths"								"Úmrtí"
		"Citadel_GraphType_Healing"								"Léčení"
		"Citadel_GraphType_LaneStats"							"Statistiky linky"
		"Citadel_GraphType_SoulsBySource"						"Duše podle zdroje"
		"Citadel_GraphType_DamageBreakdown"						"Rozdělení poškození"
		"Citadel_GraphType_DamageType"							"Udělené poškození dle typu"
		"Citadel_GraphType_HealingType"							"Léčení dle typu"
		"Citadel_GraphType_DamageDealt"							"Poškození hráčům"
		"Citadel_GraphType_DamageTaken"							"Poškození od hráčů"

		"Citadel_ProfileCard_StatTitle_Wins"					"Vítězství"
		"Citadel_ProfileCard_StatTitle_Kills"					"Zabití"
		"Citadel_ProfileCard_StatTitle_GamesPlayed"				"Zápasy"

		"Citadel_ProfileCard_StatValue_Int"						"{d:stat_value}"
		"Citadel_ProfileCard_StatValue_Date"					"{t:s:stat_value}"
		"Citadel_ProfileCard_StatValue_String"					"{s:stat_value}"

		"Citadel_ProfileCard_AccountID"							"ID účtu: {d:account_id}"
		"Citadel_ProfileCard_PartyMatchmaking"					"Skupina vyhledává zápas"
		"Citadel_ProfileCard_PartyInvited"						"Pozvaný do skupiny"
